"时间戳","主键ID","行业分类ID","监管企业大类","监管企业小类","粉尘种类","粉尘种类小类","集中除尘系统干式数量","集中除尘系统湿式数量","单班涉粉作业人数","钢铁企业json数据","高炉数量","高炉信息","转炉数量","转炉信息","电炉数量","电炉信息","煤气柜数量","煤气柜信息","氨罐数量","氨罐信息","铝加工企业json数据","深井浇筑系统数量","钢丝绳式提升装置数量","液压式提升装置数量","熔炼炉事故联锁装置","流槽及铸造系统事故联锁装置","存在附属污水处理设施设备企业","存在造纸企业","存在酱腌菜企业","删除标识","备注","上报历史id","所选设备","涉炉企业内容","粉尘涉爆企业内容","有限空间企业内容","钢铁企业内容","铝加工企业内容","危化品企业内容","创建人","修改人","创建时间","更新时间"
2025-06-19 20:13:08.000,"44cb4eb4c37e43b9bc9cc15977a89d41",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"3aee5dd4c5104f389db25d0c58fa13c1",,,,,,,,admin,admin,2023-02-23 00:00:00.000,2023-02-23 00:00:00.000
2025-06-19 20:13:02.000,"44cbd1a520cd4255831298116090f512",,SUPE_CORP_C,,,,,,,"{""dianluList"":[{""typeNum"":"""",""typeSpec"":""""}],""gaoluList"":[{""typeNum"":"""",""typeSpec"":""""}],""meiqiList"":[{""typeNum"":"""",""typeSpec"":""""}],""zhuanluList"":[{""typeNum"":"""",""typeSpec"":""""}]}",0,,0,,0,,0,,0,,"{""gudingshiList"":[{""typeNum"":"""",""typeSpec"":""""}],""qidongshiList"":[{""typeNum"":"""",""typeSpec"":""""}]}",,,,,,"1","0","0","0",,ae38a956c0664c39a7d506079f74bc96,,,,"{""chulishebeiList"":[],""ifzuoye"":""0"",""youxiankongjianNum"":""16""}",,,,admin,admin,2023-01-08 00:00:00.000,2023-01-08 00:00:00.000
2025-06-19 20:13:24.000,"44cc05844498481185e98a97fa4b9c24",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,ea7f3d990f184f049859873476680256,,,,,,,,admin,admin,2022-01-13 00:00:00.000,2022-01-13 00:00:00.000
2025-06-19 20:13:11.000,"44cc933fc33c4387b00bbd5a0a029580",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"5c0955c341c94def94386566384c5c38",,,,,,,,admin,admin,2022-01-07 00:00:00.000,2022-01-07 00:00:00.000
2025-06-19 20:13:25.000,"44cc964b8b294b1996962d4f0cda6cb9",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,f823f10c920849dcbec8ab3b53dcb0a9,,,,,,,,admin,admin,2025-02-11 00:00:00.000,2025-02-11 00:00:00.000
2025-06-19 20:13:03.000,"44ccbeb9c5404027b98f4582d5fafb0e",,SUPE_CORP_C,,,,,,,,0,,0,,0,,0,,0,,,,,,,,"1","0","0","0",,b77fd663f5e7450ca04ff5b50cf3c558,,,,"{""chulishebeiList"":[{""unitFour"":"""",""unitOne"":""污水处理"",""unitThree"":"""",""unitTwo"":""1""}],""ifzuoye"":""1"",""youxiankongjianNum"":""27""}",,,,admin,admin,2024-03-07 00:00:00.000,2024-03-07 00:00:00.000
2025-06-19 20:12:58.000,"44ccd44bef6a4ca1b55214583643e55c",,SUPE_CORP_B,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"441d7181e7e24e228c62446b23b0fc6b",,,"{""danbanzuoyerenyuan"":""1"",""fenchenliang"":""1"",""fenchenzhonglei"":[""DUST_TYPE_32""],""ganshichuchenxitong"":""0"",""jindianji"":""2"",""mufenchenji"":""0"",""paoguangji"":"""",""pgssytj"":""0"",""pwpsj"":""0"",""qitazhonglei"":"""",""sfzyrs"":""3"",""shishichuchenxitong"":""0""}",,,,,admin,admin,2023-02-14 00:00:00.000,2023-02-14 00:00:00.000
2025-06-19 20:13:18.000,"44cd04776a244e45a206690bd381561f",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"9d3ef5700be14230891c1e579e207a11",,,,,,,,admin,admin,2023-02-17 00:00:00.000,2023-02-17 00:00:00.000
2025-06-19 20:13:04.000,"44cd1a37903744649397bd9e2bb0c6ab",,SUPE_CORP_C,,,,,,,"{""dianluList"":[{""typeNum"":"""",""typeSpec"":""""}],""gaoluList"":[{""typeNum"":"""",""typeSpec"":""""}],""meiqiList"":[{""typeNum"":"""",""typeSpec"":""""}],""zhuanluList"":[{""typeNum"":"""",""typeSpec"":""""}]}",0,,0,,0,,,,0,,"{""gudingshiList"":[{""typeNum"":"""",""typeSpec"":""""}],""qidongshiList"":[{""typeNum"":"""",""typeSpec"":""""}]}",,,,,,,,,"0",,fddb3f61b29248adbf493308eaa88ebb,,,,"{""chulishebeiList"":[{""unitOne"":""污水处理"",""unitThree"":"""",""unitTwo"":""1""}],""ifzuoye"":""1"",""youxiankongjianNum"":""1""}",,,,admin,admin,2022-01-15 00:00:00.000,2022-01-15 00:00:00.000
2025-06-19 20:13:09.000,"44cd1bd2a2564fa685718300b84887c5",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"418233588bfc4cb289d733f94261d713",,,,,,,,admin,admin,2024-01-15 00:00:00.000,2024-01-15 00:00:00.000
2025-06-19 20:13:06.000,"44cd4869e3f1400a8a21dde633bcca43",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"211dd77aec484b03b1fb5f327f2ca293",,,,,,,,admin,admin,2025-01-21 00:00:00.000,2025-01-21 00:00:00.000
2025-06-19 20:13:25.000,"44cd91bbb4fe498eaf34a576795649b5",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,f29bfaece7e74b7cb8658118f4545df5,,,,,,,,admin,admin,2023-01-31 00:00:00.000,2023-01-31 00:00:00.000
2025-06-19 20:13:25.000,"44cd9d6ec9864939a92ab880648e72a3",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,fde750da9add4ecdb1320aa2cca1635d,,,,,,,,admin,admin,2023-01-30 00:00:00.000,2023-01-30 00:00:00.000
2025-06-19 20:13:17.000,"44cda6b1be624f68a3226b9eeb50edcd",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"8e05e718d8ce42d393d3ac3865d81f29",,,,,,,,admin,admin,2023-02-15 00:00:00.000,2023-02-15 00:00:00.000
2025-06-19 20:13:23.000,"44cdad37019948bea295d84fbacdc489",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,ddd681682d6c4d799f08044d408b1ad5,,,,,,,,admin,admin,2025-01-15 00:00:00.000,2025-01-15 00:00:00.000
2025-06-19 20:13:12.000,"44cdb7bc1caf4c1690b99db07182f3ba",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"6d28f89571e94cb2ba107f42b74e6dd9",,,,,,,,admin,admin,2022-03-07 00:00:00.000,2022-03-07 00:00:00.000
2025-06-19 20:13:07.000,"44cdf71b2e3e479aab096a5142dccdf8",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"2d742ba7004142118bdeb78117fbb308",,,,,,,,admin,admin,2022-02-24 00:00:00.000,2022-02-24 00:00:00.000
2025-06-19 20:13:20.000,"44cdfdf0ab7441a09ad255b36540934a",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,b615a7a84d704fd5a75d80acf4557cc7,,,,,,,,admin,admin,2023-02-09 00:00:00.000,2023-02-09 00:00:00.000
2025-06-19 20:13:08.000,"44ce22b961f24f91883a6693d97c19e9",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"30b2363645bd42a69387ce54faf697a1",,,,,,,,admin,admin,2025-02-25 00:00:00.000,2025-02-25 00:00:00.000
2025-06-19 20:13:00.000,"44ce54ab34424cb4bfa8aa769b94d77c",,SUPE_CORP_C,,,,,,,"{""dianluList"":[{""typeNum"":"""",""typeSpec"":""""}],""gaoluList"":[{""typeNum"":"""",""typeSpec"":""""}],""meiqiList"":[{""typeNum"":"""",""typeSpec"":""""}],""zhuanluList"":[{""typeNum"":"""",""typeSpec"":""""}]}",0,,0,,0,,0,,0,,"{""gudingshiList"":[{""typeNum"":"""",""typeSpec"":""""}],""qidongshiList"":[{""typeNum"":"""",""typeSpec"":""""}]}",,,,,,,,,"0",,a1875a673f69448199605316ddbf8737,,,,"{""chulishebeiList"":[{""unitFour"":"""",""unitOne"":""废水处理池"",""unitThree"":"""",""unitTwo"":""6""}],""ifzuoye"":""0"",""youxiankongjianNum"":""279""}",,,,admin,admin,2025-02-20 00:00:00.000,2025-02-20 00:00:00.000
2025-06-19 20:13:24.000,"44ce67cbb18747f2a8d3bca0cd1525b1",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,e626c52486d44d82bc038398c6b43f62,,,,,,,,admin,admin,2023-02-02 00:00:00.000,2023-02-02 00:00:00.000
2025-06-19 20:12:57.000,"44ce7b598b2144b685a4548ad09d23d8",,SUPE_CORP_B,,,,,,,"{""dianluList"":[{""typeNum"":"""",""typeSpec"":""""}],""gaoluList"":[{""typeNum"":"""",""typeSpec"":""""}],""meiqiList"":[{""typeNum"":"""",""typeSpec"":""""}],""zhuanluList"":[{""typeNum"":"""",""typeSpec"":""""}]}",0,,0,,0,,0,,0,,"{""gudingshiList"":[{""typeNum"":"""",""typeSpec"":""""}],""qidongshiList"":[{""typeNum"":"""",""typeSpec"":""""}]}",,,,,,,,,"0",,"0ed860ee16904a729690b2b6db499d42",,,"{""danbanzuoyerenyuan"":""2"",""fenchenliang"":""0.5"",""fenchenzhonglei"":[""DUST_TYPE_39""],""ganshichuchenxitong"":""2"",""jindianji"":""2"",""mufenchenji"":""0"",""paoguangji"":""1"",""shishichuchenxitong"":""0""}",,,,,admin,admin,2022-01-13 00:00:00.000,2022-01-13 00:00:00.000
2025-06-19 20:13:01.000,"709bb6d4285b4af2bb04e55f2896bfd4",,SUPE_CORP_C,,,,,,,"{""dianluList"":[{""typeNum"":"""",""typeSpec"":""""}],""gaoluList"":[{""typeNum"":"""",""typeSpec"":""""}],""meiqiList"":[{""typeNum"":"""",""typeSpec"":""""}],""zhuanluList"":[{""typeNum"":"""",""typeSpec"":""""}]}",0,,0,,0,,0,,0,,"{""gudingshiList"":[{""typeNum"":"""",""typeSpec"":""""}],""qidongshiList"":[{""typeNum"":"""",""typeSpec"":""""}]}",,,,,,"0","0","0","0",,"643666adb7be4f9e95c448f58ed8e182",,,,"{""chulishebeiList"":[],""ifzuoye"":""1"",""youxiankongjianNum"":""3""}",,,,admin,admin,2025-01-22 00:00:00.000,2025-01-22 00:00:00.000
2025-06-19 20:13:07.000,"709bc6d7321b4dbf8c8d3e5e0e5c7644",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"25c89219ce25446da33a4e4d5f6d6f42",,,,,,,,admin,admin,2023-01-04 00:00:00.000,2023-01-04 00:00:00.000
2025-06-19 20:13:11.000,"709bff0c427f4f99a0f7960fc3110fb6",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"59decfda17c14ef4ad30c3c03741c276",,,,,,,,admin,admin,2025-03-14 00:00:00.000,2025-03-14 00:00:00.000
2025-06-19 20:13:10.000,"709c0a6525a944eaa90e42bcdb7d338f",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"58ed31cb6e624c4dac0e616a528db703",,,,,,,,admin,admin,2025-03-10 00:00:00.000,2025-03-10 00:00:00.000
2025-06-19 20:13:10.000,"709c0e5d94d54e12a6280eababdd21d9",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"555c182546cb42a49097f81b7c29ef10",,,,,,,,admin,admin,2023-02-16 00:00:00.000,2023-02-16 00:00:00.000
2025-06-19 20:13:18.000,"709c12c3934a43fbb97c81238a2100a5",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"96b7da80490d48d9b3e3e62655a9c25f",,,,,,,,admin,admin,2023-02-02 00:00:00.000,2023-02-02 00:00:00.000
2025-06-19 20:13:33.000,"709c4d405f2144edadfe6773577e80b7",,SUPE_CORP_H,,,,,,,"{""dianluList"":[{""typeNum"":"""",""typeSpec"":""""}],""gaoluList"":[{""typeNum"":"""",""typeSpec"":""""}],""meiqiList"":[{""typeNum"":"""",""typeSpec"":""""}],""zhuanluList"":[{""typeNum"":"""",""typeSpec"":""""}]}",0,,0,,0,,,,0,,"{""gudingshiList"":[{""typeNum"":"""",""typeSpec"":""""}],""qidongshiList"":[{""typeNum"":"""",""typeSpec"":""""}]}",,,,,,,,,"0",,"9781732629bd41309f1cec0c42f10f17",,,,,,,"{""weihuaList"":[{""anzhilengList"":[],""anzhilengNum"":"""",""casma"":""7664-41-7"",""cunchufangshi"":[""2""],""ifanzhileng"":""0"",""nianshiyongliang"":""8000"",""weihuaName"":""氨气"",""weihuaState"":""0"",""weihuachuliang"":""800"",""weihuayongtu"":[""100""],""weixianxing"":""腐蚀性""},{""anzhilengList"":[],""anzhilengNum"":"""",""casma"":""8006-14-2"",""cunchufangshi"":[""100""],""ifanzhileng"":""0"",""nianshiyongliang"":""13.9"",""weihuaName"":""天然气"",""weihuaState"":""2"",""weihuachuliang"":""1.39"",""weihuayongtu"":[""100""],""weixianxing"":""易燃易爆""}]}",admin,admin,2023-01-16 00:00:00.000,2023-01-16 00:00:00.000
2025-06-19 20:13:23.000,"709c5d616bae4522ad9d839037add08f",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,deb339e81c7447ec812e1286d47bb3e9,,,,,,,,admin,admin,2022-01-19 00:00:00.000,2022-01-19 00:00:00.000
2025-06-19 20:13:17.000,"709c5d6b8aa84016bb1d857452b7decd",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"8cdca14dee4d4932917053cc472dee2e",,,,,,,,admin,admin,2025-06-16 00:00:00.000,2025-06-16 00:00:00.000
2025-06-19 20:13:23.000,"709c7575e2ec4599b31e6b46a563964c",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,df8733e6add54db19e85ca0bccb8ce3e,,,,,,,,admin,admin,2024-03-02 00:00:00.000,2024-03-02 00:00:00.000
2025-06-19 20:13:20.000,"709c801b41fe47d5902219b7bdbe9e9a",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,b66eb6402e76499fabdcdb58723763d7,,,,,,,,admin,admin,2023-03-24 00:00:00.000,2023-03-24 00:00:00.000
2025-06-19 20:13:00.000,"709cab68ad4042acba4971bd9888be2a",,SUPE_CORP_C,,,,,,,"{""dianluList"":[{""typeNum"":"""",""typeSpec"":""""}],""gaoluList"":[{""typeNum"":"""",""typeSpec"":""""}],""meiqiList"":[{""typeNum"":"""",""typeSpec"":""""}],""zhuanluList"":[{""typeNum"":"""",""typeSpec"":""""}]}",0,,0,,0,,0,,0,,"{""gudingshiList"":[{""typeNum"":"""",""typeSpec"":""""}],""qidongshiList"":[{""typeNum"":"""",""typeSpec"":""""}]}",,,,,,,,,"0",,c5a70f73038e49689784be9d564994b1,,,,"{""chulishebeiList"":[{""unitFour"":"""",""unitOne"":""污水池"",""unitThree"":"""",""unitTwo"":""2""}],""ifzuoye"":""0"",""youxiankongjianNum"":""2""}",,,,admin,admin,2025-01-11 00:00:00.000,2025-01-11 00:00:00.000
2025-06-19 20:12:59.000,"709cadf41e59457fb880939062eab988",,SUPE_CORP_C,,,,,,,"{""dianluList"":[{""typeNum"":"""",""typeSpec"":""""}],""gaoluList"":[{""typeNum"":"""",""typeSpec"":""""}],""meiqiList"":[{""typeNum"":"""",""typeSpec"":""""}],""zhuanluList"":[{""typeNum"":"""",""typeSpec"":""""}]}",0,,0,,0,,0,,0,,"{""gudingshiList"":[{""typeNum"":"""",""typeSpec"":""""}],""qidongshiList"":[{""typeNum"":"""",""typeSpec"":""""}]}",,,,,,,,,"0",,"25005528bd0b4835af249610c0383799",,,,"{""chulishebeiList"":[{""unitFour"":"""",""unitOne"":""污水池"",""unitThree"":"""",""unitTwo"":""1""},{""unitFour"":"""",""unitOne"":""水处理设备"",""unitThree"":"""",""unitTwo"":""1""}],""ifzuoye"":""0"",""youxiankongjianNum"":""2""}",,,,admin,admin,2024-06-07 00:00:00.000,2024-06-07 00:00:00.000
2025-06-19 20:13:08.000,"709cc857835f4af083d82753bb8eac8a",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"32ed7fda4edc479f864b20611472536d",,,,,,,,admin,admin,2024-01-11 00:00:00.000,2024-01-11 00:00:00.000
2025-06-19 20:13:06.000,"709d0b84c6dc4e7682bae5cb3d19c032",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"2085d96c744e455aa32813041a95cb08",,,,,,,,admin,admin,2023-03-08 00:00:00.000,2023-03-08 00:00:00.000
2025-06-19 20:13:24.000,"709d4565134046699f7c40120833d00c",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,e6c8853d87ed4421b19dc1310983956f,,,,,,,,admin,admin,2025-01-20 00:00:00.000,2025-01-20 00:00:00.000
2025-06-19 20:12:58.000,"709d5ed57eb44cf8aa2c43ce919977fd",,SUPE_CORP_B,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,d0ce1e415453453cb2eeb2c89b3441ca,,,"{""danbanzuoyerenyuan"":""1"",""fenchenliang"":""50"",""fenchenzhonglei"":[""DUST_TYPE_39""],""ganshichuchenxitong"":""2"",""jindianji"":""2"",""mufenchenji"":""0"",""paoguangji"":"""",""pgssytj"":""0"",""pwpsj"":""1"",""qitazhonglei"":"""",""sfzyrs"":""2"",""shishichuchenxitong"":""0""}",,,,,admin,admin,2024-01-31 00:00:00.000,2024-01-31 00:00:00.000
2025-06-19 20:13:05.000,"709d8fd7751243ec89e32f97eb3c157e",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"0b5ff0558bd447b79f7837a63d4f862b",,,,,,,,admin,admin,2024-01-16 00:00:00.000,2024-01-16 00:00:00.000
2025-06-19 20:13:04.000,"709daa91d6ad4f7ca98cfd109f597906",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"020df277ce514cf48ba5c8efa9ced44d",,,,,,,,admin,admin,2023-02-23 00:00:00.000,2023-02-23 00:00:00.000
2025-06-19 20:13:06.000,"709db34b82324f6ebfc9bac45654fe39",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"16ee1e2476bb45a89561f251c6628aeb",,,,,,,,admin,admin,2024-01-27 00:00:00.000,2024-01-27 00:00:00.000
2025-06-19 20:13:07.000,"709db760f4a8410aa7060ab56b29eb73",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"2c4343a2cffb4f86b8169e30e1b5c9f3",,,,,,,,admin,admin,2024-02-21 00:00:00.000,2024-02-21 00:00:00.000
2025-06-19 20:13:33.000,"709ddc0cc0984123ad344e862ce76b08",,SUPE_CORP_H,,,,,,,"{""dianluList"":[{""typeNum"":"""",""typeSpec"":""""}],""gaoluList"":[{""typeNum"":"""",""typeSpec"":""""}],""meiqiList"":[{""typeNum"":"""",""typeSpec"":""""}],""zhuanluList"":[{""typeNum"":"""",""typeSpec"":""""}]}",0,,0,,0,,,,0,,"{""gudingshiList"":[{""typeNum"":"""",""typeSpec"":""""}],""qidongshiList"":[{""typeNum"":"""",""typeSpec"":""""}]}",,,,,,,,,"0",,f76fb43e51824c40b2166f55995790cc,,,,,,,"{""weihuaList"":[{""anzhilengList"":[],""anzhilengNum"":"""",""casma"":""106-97-8"",""cunchufangshi"":[""3""],""ifanzhileng"":""0"",""nianshiyongliang"":""1000"",""weihuaName"":""丁烷"",""weihuaState"":""0"",""weihuachuliang"":""400"",""weihuayongtu"":[""100""],""weixianxing"":""易燃""}]}",admin,admin,2023-02-07 00:00:00.000,2023-02-07 00:00:00.000
2025-06-19 20:13:13.000,"709e02b03fe743c488758ce41f0355d3",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"77104589fe324eb3b4fce6a3eec602ca",,,,,,,,admin,admin,2022-01-17 00:00:00.000,2022-01-17 00:00:00.000
2025-06-19 20:13:33.000,"709e330bd0de4efeb5e663e773d63e16",,SUPE_CORP_H,,,,,,,"{""dianluList"":[{""typeNum"":"""",""typeSpec"":""""}],""gaoluList"":[{""typeNum"":"""",""typeSpec"":""""}],""meiqiList"":[{""typeNum"":"""",""typeSpec"":""""}],""zhuanluList"":[{""typeNum"":"""",""typeSpec"":""""}]}",0,,0,,0,,,,0,,"{""gudingshiList"":[{""typeNum"":"""",""typeSpec"":""""}],""qidongshiList"":[{""typeNum"":"""",""typeSpec"":""""}]}",,,,,,,,,"0",,"46f298c5dd9e4539bd5bfb27da7e3584",,,,,,,"{""weihuaList"":[{""anzhilengList"":[],""anzhilengNum"":"""",""casma"":""无"",""cunchufangshi"":[""100""],""ifanzhileng"":""0"",""nianshiyongliang"":""120"",""weihuaName"":""碳氢清洗剂"",""weihuaState"":""0"",""weihuachuliang"":""30"",""weihuayongtu"":[""100""],""weixianxing"":""易燃易爆""}]}",admin,admin,2023-01-30 00:00:00.000,2023-01-30 00:00:00.000
2025-06-19 20:13:06.000,"0e1058125a1d43e1ba855213f9cb641a",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"16462e6e271f41da88032dcd719785e4",,,,,,,,admin,admin,2025-02-21 00:00:00.000,2025-02-21 00:00:00.000
2025-06-19 20:13:07.000,"0e1080a1b6004440a5a849cce196da1f",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"30756a2ad9dc4f149813468c343f7ea7",,,,,,,,admin,admin,2023-02-09 00:00:00.000,2023-02-09 00:00:00.000
2025-06-19 20:13:06.000,"44ceb8a1ae114e8997f57dde36603167",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"1c28c42d234c45d8a7ca4351cada85ac",,,,,,,,admin,admin,2023-01-07 00:00:00.000,2023-01-07 00:00:00.000
2025-06-19 20:13:25.000,"44cefc0a8511465fb59d8dc9f6937cd2",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,fe5c73b3f989430d9054cbb8b99ac55a,,,,,,,,admin,admin,2022-01-20 00:00:00.000,2022-01-20 00:00:00.000
2025-06-19 20:13:01.000,"44cf012dd2cc4f3a8a5cf28409b559dc",,SUPE_CORP_C,,,,,,,"{""dianluList"":[{""typeNum"":"""",""typeSpec"":""""}],""gaoluList"":[{""typeNum"":"""",""typeSpec"":""""}],""meiqiList"":[{""typeNum"":"""",""typeSpec"":""""}],""zhuanluList"":[{""typeNum"":"""",""typeSpec"":""""}]}",0,,0,,0,,0,,0,,"{""gudingshiList"":[{""typeNum"":"""",""typeSpec"":""""}],""qidongshiList"":[{""typeNum"":"""",""typeSpec"":""""}]}",,,,,,"0","0","0","0",,"55302fbbd93c48a18d12e7ddaca26ab4",,,,"{""chulishebeiList"":[],""ifzuoye"":""0"",""youxiankongjianNum"":""1""}",,,,admin,admin,2022-02-25 00:00:00.000,2022-02-25 00:00:00.000
2025-06-19 20:13:08.000,"44cf30eae252447fafcf434b38a5d5ad",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"30d625e5e5cb4b9a9e0630e98b5cc55e",,,,,,,,admin,admin,2023-02-28 00:00:00.000,2023-02-28 00:00:00.000
2025-06-19 20:13:07.000,"44cf4b080d404dfa8e85b59c28426fe5",,SUPE_CORP_E,,,,,,,,0,,0,,0,,0,,0,,,,,,,,,,,"0",,"289cf2fbeafe4b33b44540fa5f33e84a",,,,,,,,admin,admin,2024-01-15 00:00:00.000,2024-01-15 00:00:00.000
