"时间戳","主键ID","企业ID","生产状态：1正常生成，2临时停产(三个月以内)， 3长期停产(三个月以上)","停产原因","停产开始时间","预估结束停产时间","实际结束停产时间","停产时长","调整来源（1：企业 2：政府）","创建人","创建时间","更新人","更新时间","数据来源"
2025-06-20 05:12:50.000,"8aae07328ccd506e018ccdf40bf34e50","913213235602853154","2",环保整改,2024-01-03 00:00:00.000,2024-01-07 23:59:59.000,,"5","1",,2024-01-03 14:12:52.000,,2024-01-03 14:12:52.000,
2025-06-20 05:12:50.000,"8aae07328ccd506e018ccdf40bf34e51","913213235602853154","2",环保整改,2024-01-03 00:00:00.000,2024-01-07 23:59:59.000,,"5","1",,2024-01-03 14:12:52.000,,2024-01-03 14:12:52.000,
2025-06-20 05:12:50.000,"8aae07328ccd506e018ccdf589615456","91320811MA1XMQ1U10","2",休息,2024-01-03 00:00:00.000,2024-01-03 23:59:59.000,2024-01-03 23:59:59.000,"1","1",,2024-01-03 14:14:29.000,,2024-01-05 12:00:00.000,
2025-06-20 05:12:50.000,"8aae07328ccd506e018cce0328fd1440","91320300784960973H","2",无订单,2024-01-03 00:00:00.000,2024-01-07 23:59:59.000,,"5","1",,2024-01-03 14:29:22.000,,2024-01-03 14:29:22.000,
2025-06-20 05:12:50.000,"8aae07328ccd506e018cce03b5f5166a","9132030270356809XN","2",无生产任务,2024-01-03 00:00:00.000,2024-01-03 23:59:59.000,2024-01-03 23:59:59.000,"1","1",,2024-01-03 14:29:58.000,,2024-01-05 08:00:00.000,
2025-06-20 05:12:50.000,"8aae07328ccd506e018cce0a98d939ba","91320382579514851E","2",没有订单，暂时停产,2024-01-03 00:00:00.000,2024-01-31 23:59:59.000,,"29","1",,2024-01-03 14:37:30.000,,2024-01-03 14:37:30.000,
2025-06-20 05:12:50.000,"8aae07328ccd506e018cce13f7d16ee8","913210237439444249","2",放假,2024-01-03 00:00:00.000,2024-01-03 23:59:59.000,2024-01-03 23:59:59.000,"1","1",,2024-01-03 14:47:44.000,,2024-01-06 08:00:00.000,
2025-06-20 05:12:50.000,"8aae07328ccd506e018cce13fc506ee9","91320205703552856U","2",喷粉线临时未生产,2024-01-03 00:00:00.000,2024-02-29 23:59:59.000,,"58","1",,2024-01-03 14:47:45.000,,2024-01-03 14:47:45.000,
2025-06-20 05:12:50.000,"8aae07328ccd506e018cce154b2376aa","91321282694455316Q","2",搬厂修整,2024-01-03 00:00:00.000,2024-01-15 23:59:59.000,,"13","1",,2024-01-03 14:49:11.000,,2024-01-03 14:49:11.000,
2025-06-20 05:12:50.000,"8aae07328ccd506e018cce16d5c87fd5","91320191797128879Q","2",暂无生产,2024-01-03 00:00:00.000,2024-01-07 23:59:59.000,2024-01-07 23:59:59.000,"5","1",,2024-01-03 14:50:52.000,,2024-01-10 15:00:00.000,
2025-06-20 05:12:50.000,"8aae07328ccd506e018cce1f39f9308a","91321091MA1TEGTXXX","2",设备保养未生产,2024-01-03 00:00:00.000,2024-01-07 23:59:59.000,2024-01-07 23:59:59.000,"5","1",,2024-01-03 15:00:02.000,,2024-01-09 14:00:00.000,
2025-06-20 05:12:50.000,"8aae07328ccd506e018cce339b85235f","913205837883856540","2",周末休息,2024-01-14 00:00:00.000,2024-01-14 23:59:59.000,,"1","1",,2024-01-03 15:22:17.000,,2024-01-03 15:22:17.000,
2025-06-20 05:12:50.000,"8aae07328ccd506e018cce35f7903138","91321182MA1Y6EXC9H","2",休息,2024-01-03 00:00:00.000,2024-02-29 23:59:59.000,2024-02-29 23:59:59.000,"58","1",,2024-01-03 15:24:52.000,,2024-03-04 08:00:00.000,
2025-06-20 05:12:50.000,"8aae07328ccd506e018cce3906ac403e","91321322588465131B","2",缺订单,2024-01-03 00:00:00.000,2024-01-10 23:59:59.000,,"8","1",,2024-01-03 15:28:12.000,,2024-01-03 15:28:12.000,
2025-06-20 05:12:50.000,"8aae07328ccd506e018cce3b1fd94cf4","91321302MA1TCUQP2B","2",停产,2024-01-03 00:00:00.000,2024-01-03 23:59:59.000,,"1","1",,2024-01-03 15:30:30.000,,2024-01-03 15:30:30.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce4a726017cc","91320382743713407E","2",没有订单,2024-01-03 00:00:00.000,2024-01-31 23:59:59.000,2024-01-31 23:59:59.000,"29","1",,2024-01-03 15:47:14.000,,2024-02-18 13:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce4cf3262592","91320707MA1MF6QE7L","3",市场原因,2024-01-03 00:00:00.000,2024-06-03 23:59:59.000,2024-04-30 09:10:30.000,"119","1",,2024-04-30 09:10:30.000,,2024-04-30 09:10:30.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce4ee9e431a1","91321181752709194G","2",元旦假期,2024-01-03 00:00:00.000,2024-01-03 23:59:59.000,2024-01-03 23:59:59.000,"1","1",,2024-01-03 15:52:07.000,,2024-02-01 07:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce5689ef5db3","91320205758982116T","2",今日生产工序未涉及除尘设备,2024-01-03 00:00:00.000,2024-01-03 23:59:59.000,2024-01-03 23:59:59.000,"1","1",,2024-01-03 16:00:27.000,,2024-01-04 14:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce5e6861137a","9132082978558413XK","2",班组放假,2024-01-03 00:00:00.000,2024-01-07 23:59:59.000,2024-01-07 23:59:59.000,"5","1",,2024-01-03 16:09:02.000,,2024-01-16 07:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce5ee3d21618","91321302302029730J","2",订单少停产,2024-01-03 00:00:00.000,2024-01-03 23:59:59.000,,"1","1",,2024-01-03 16:09:34.000,,2024-01-03 16:09:34.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce61190b230b","91321322674880649P","2",放假,2024-01-03 00:00:00.000,2024-01-03 23:59:59.000,,"1","1",,2024-01-03 16:11:59.000,,2024-01-03 16:11:59.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce623f3a2ac3","913205830551652917","2",春节放假,2024-02-03 00:00:00.000,2024-02-16 23:59:59.000,2024-02-16 23:59:59.000,"14","1",,2024-01-03 16:13:14.000,,2024-03-13 17:00:06.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce63db05334d","91321322MA7N035T8L","2",停产,2024-01-03 00:00:00.000,2024-02-29 23:59:59.000,2024-02-29 23:59:59.000,"58","1",,2024-01-03 16:14:59.000,,2024-03-04 15:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce6be8ab606d","9132119167637028XE","2",暂无生产计划,2024-01-03 00:00:00.000,2024-01-07 23:59:59.000,2024-01-07 23:59:59.000,"5","1",,2024-01-03 16:23:47.000,,2024-01-08 07:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce6cc54265cb","913206840676588512","2",双休,2024-01-06 00:00:00.000,2024-01-07 23:59:59.000,2024-01-07 23:59:59.000,"2","1",,2024-01-03 16:24:44.000,,2024-01-12 08:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce6f7e267669","91321323578187641B","2",没订单,2024-01-03 00:00:00.000,2024-02-04 23:59:59.000,2024-02-04 23:59:59.000,"33","1",,2024-01-03 16:27:42.000,,2024-02-05 16:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce717ebe01b8","913203820566210415","2",无业务订单,2024-01-03 00:00:00.000,2024-04-01 23:59:59.000,,"90","1",,2024-01-03 16:29:53.000,,2024-01-03 16:29:53.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce7353950a22","91320106MA1X7XHW7T","2",没有订单,2024-01-03 00:00:00.000,2024-01-05 23:59:59.000,2024-01-05 23:59:59.000,"3","1",,2024-01-03 16:31:53.000,,2024-01-06 16:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce7758721f2e","9132118175143482XK","2",临时停产,2024-01-05 00:00:00.000,2024-01-07 23:59:59.000,2024-01-07 23:59:59.000,"3","1",,2024-01-03 16:36:17.000,,2024-01-09 10:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce7a2d9b2d60","91321000571362013Q","2",停机,2024-01-03 00:00:00.000,2024-01-03 23:59:59.000,2024-01-03 23:59:59.000,"1","1",,2024-01-03 16:39:22.000,,2024-01-05 13:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce812f954fbe","91320382MA1NC8NA5P","2","产能不足, 部分人员已放假，涉粉车间没活休息
",2024-01-03 00:00:00.000,2024-01-03 23:59:59.000,2024-01-03 23:59:59.000,"1","1",,2024-01-03 16:47:02.000,,2024-01-06 16:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce81e0a25388","91320981MA1X5HJ89Q","2",一线生产线停产,2024-01-04 00:00:00.000,2024-01-08 23:59:59.000,,"5","1",,2024-01-03 16:47:47.000,,2024-01-03 16:47:47.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce82ad98570d","91320301691327554J","2",停产,2024-01-03 00:00:00.000,2024-01-04 23:59:59.000,2024-01-04 23:59:59.000,"2","1",,2024-01-03 16:48:39.000,,2024-01-05 13:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce82e44557e4","91320324074737558M","2",元旦放假,2024-01-03 00:00:00.000,2024-01-03 23:59:59.000,2024-01-03 23:59:59.000,"1","1",,2024-01-03 16:48:53.000,,2024-01-04 10:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce89210f75c7","91321291785993312A","2",由于没有订单，所以继续临时停产三个月！,2024-01-03 00:00:00.000,2024-03-31 23:59:59.000,,"89","1",,2024-01-03 16:55:42.000,,2024-01-03 16:55:42.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce8974d77740","91321302MA1MHRBC3L","2",工厂节前调休放假,2024-01-04 00:00:00.000,2024-01-31 23:59:59.000,,"28","1",,2024-01-03 16:56:04.000,,2024-01-03 16:56:04.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce8eb2e60ba9","91321322690266913T","2",没有订单,2024-01-03 00:00:00.000,2024-01-31 23:59:59.000,2024-01-31 23:59:59.000,"29","1",,2024-01-03 17:01:47.000,,2024-02-01 14:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce9407052177","9132058378209600X8","2",无抛丸产品,2024-01-04 00:00:00.000,2024-01-04 23:59:59.000,2024-01-04 23:59:59.000,"1","1",,2024-01-03 17:07:36.000,,2024-01-06 09:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce94c9db239d","91320707793821414D","2",季节性停产,2024-01-04 00:00:00.000,2024-02-29 23:59:59.000,2024-02-29 23:59:59.000,"57","1",,2024-01-03 17:08:26.000,,2024-03-01 16:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce96f66927d5","91320312MA21AP442J","2",无业务,2024-01-03 00:00:00.000,2024-01-05 23:59:59.000,2024-01-05 23:59:59.000,"3","1",,2024-01-03 17:10:49.000,,2024-01-06 00:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce995a8c2dc3","91321302MA1MHRBC3L","2",工厂节前调休放假,2024-01-03 00:00:00.000,2024-01-31 23:59:59.000,,"29","1",,2024-01-03 17:13:25.000,,2024-01-03 17:13:25.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce99843d2de2","91321182398217110N","2",没货停产,2024-01-03 00:00:00.000,2024-01-03 23:59:59.000,2024-01-03 23:59:59.000,"1","1",,2024-01-03 17:13:36.000,,2024-01-05 15:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce9a177b3073","913203827764268503","2",没订单,2024-01-03 00:00:00.000,2024-01-03 23:59:59.000,2024-01-03 23:59:59.000,"1","1",,2024-01-03 17:14:14.000,,2024-01-05 07:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cce9a1c353074","91321191076301352A","2",设备维修停产一天,2024-01-03 00:00:00.000,2024-01-03 23:59:59.000,2024-01-03 23:59:59.000,"1","1",,2024-01-03 17:14:15.000,,2024-08-22 20:03:50.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018ccea0a3063f4f","91320581726645932U","2",临时停产，管道检修,2024-01-03 00:00:00.000,2024-01-03 23:59:59.000,2024-01-03 23:59:59.000,"1","1",,2024-01-03 17:21:23.000,,2024-02-05 14:00:03.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018ccea12d334250","91321322595642685Q","2",大气污染,2024-01-03 00:00:00.000,2024-01-31 23:59:59.000,2024-01-31 23:59:59.000,"29","1",,2024-01-03 17:21:58.000,,2024-02-01 13:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018ccea4e1a94a44","91321203766541476N","2",抛丸机停用,2024-01-03 00:00:00.000,2024-02-29 23:59:59.000,,"58","2",,2024-01-03 17:26:01.000,,2024-01-03 17:26:01.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018ccea52f544afc","91320321MA1MBQ8K4C","2",设备检修,2024-01-03 00:00:00.000,2024-01-03 23:59:59.000,2024-01-03 23:59:59.000,"1","1",,2024-01-03 17:26:21.000,,2024-01-09 18:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cceaf8d815c89","92320321MA1T50C33D","2",企业放假,2024-01-03 00:00:00.000,2024-02-01 23:59:59.000,2024-02-01 23:59:59.000,"30","1",,2024-01-03 17:37:40.000,,2024-02-04 10:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018ccec6884f7113","91321323069466618A","2",效益不好,2024-01-03 00:00:00.000,2024-01-04 23:59:59.000,,"2","2",,2024-01-03 18:02:46.000,,2024-01-03 18:02:46.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cced12ec77704","913208005603203522","2",货量不足，停产,2024-01-03 00:00:00.000,2024-01-03 23:59:59.000,2024-01-03 23:59:59.000,"1","1",,2024-01-03 18:14:24.000,,2024-01-05 16:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cced299ff7827","91320000592528254T","2",喷塑生产线不忙 临时停产,2024-01-03 00:00:00.000,2024-01-31 23:59:59.000,2024-01-31 23:59:59.000,"29","1",,2024-01-03 18:15:57.000,,2024-02-01 14:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018ccee0e7ac7dc7","913201007260544384","2",无生产任务,2024-01-03 00:00:00.000,2024-01-31 23:59:59.000,2024-01-31 23:59:59.000,"29","1",,2024-01-03 18:31:35.000,,2024-02-01 14:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018ccf05cce40acf","91320621MA207YQFXC","2",放假,2024-01-03 00:00:00.000,2024-01-03 23:59:59.000,2024-01-03 23:59:59.000,"1","1",,2024-01-03 19:11:53.000,,2024-01-07 07:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018ccf0deebc0d50","91321182792344732D","2",休息,2024-01-03 00:00:00.000,2024-01-03 23:59:59.000,2024-01-03 23:59:59.000,"1","1",,2024-01-03 19:20:46.000,,2024-01-04 08:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018ccf39ddf120ed","9132021478273872XN","3",厂区拆迁停产 ,2024-01-03 00:00:00.000,2024-06-30 23:59:59.000,,"180","1",,2024-01-03 20:08:45.000,,2024-01-03 20:08:45.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd1dae93002c3","91321200MA1MMXA61C","2",订单量不足,2024-01-06 00:00:00.000,2024-01-07 23:59:59.000,,"2","1",,2024-01-04 08:23:53.000,,2024-01-04 08:23:53.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd1db3c2803fb","91321311796531770B","2",停产检修,2024-01-04 00:00:00.000,2024-02-29 23:59:59.000,2024-02-29 23:59:59.000,"57","1",,2024-01-04 08:24:15.000,,2024-08-22 20:04:01.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd1e15cbf178b","91321182792344732D","2",休息,2024-01-04 00:00:00.000,2024-01-04 23:59:59.000,2024-01-04 23:59:59.000,"1","1",,2024-01-04 08:30:56.000,,2024-01-06 07:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd1e2b8ac1d4f","9132030533101508X4","2",放年假停产,2024-01-04 00:00:00.000,2024-02-25 23:59:59.000,,"53","1",,2024-01-04 08:32:25.000,,2024-01-04 08:32:25.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd1ebc3d34734","91320891780294686P","2",淡季停产,2024-01-04 00:00:00.000,2024-01-31 23:59:59.000,2024-01-31 23:59:59.000,"28","1",,2024-01-04 08:42:18.000,,2024-02-01 08:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd1f31d7f7767","9132060013830244XW","2",维护保养,2024-01-04 00:00:00.000,2024-01-23 23:59:59.000,,"20","1",,2024-01-04 08:50:20.000,,2024-01-04 08:50:20.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd1fde561397a","91320321780288227W","2",暂无生产,2024-01-04 00:00:00.000,2024-01-05 23:59:59.000,2024-01-05 23:59:59.000,"2","1",,2024-01-04 09:02:06.000,,2024-01-07 10:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd2007e324b6c","913208036632667074","2",没有生产,2024-01-04 00:00:00.000,2024-03-31 23:59:59.000,,"88","1",,2024-01-04 09:04:56.000,,2024-01-04 09:04:56.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd20b906e30da","91320382323941155Q","2",没有订单,2024-01-04 00:00:00.000,2024-01-10 23:59:59.000,2024-01-10 23:59:59.000,"7","1",,2024-01-04 09:17:02.000,,2024-01-26 15:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd2109867603b","91320621MA1XY8GM8U","2",暂无生产,2024-01-04 00:00:00.000,2024-01-14 23:59:59.000,2024-01-14 23:59:59.000,"11","1",,2024-01-04 09:22:32.000,,2024-01-15 14:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd215bcb9159a","91320322064584586F","3",生产效益不好，没有订单。,2024-01-04 00:00:00.000,2024-04-05 23:59:59.000,2024-04-05 23:59:59.000,"93","1",,2024-01-04 09:28:09.000,,2024-04-07 10:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd21721c02235","91321281578134208L","2",放假,2024-01-04 00:00:00.000,2024-01-05 23:59:59.000,2024-01-06 10:11:01.000,"3","1",,2024-01-06 10:11:01.000,,2024-01-06 10:11:01.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd22362c321ed","91321012141249125Y","2",无生产订单,2024-01-04 00:00:00.000,2024-01-14 23:59:59.000,2024-01-14 23:59:59.000,"11","1",,2024-01-04 09:43:03.000,,2024-01-16 08:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd22f66272b10","91321322794558355M","2",缺少原料,2024-01-04 00:00:00.000,2024-01-04 23:59:59.000,,"1","1",,2024-01-04 09:56:10.000,,2024-01-04 09:56:10.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd2337bc7632e","91320382069476322H","2",无订单，效益不好,2024-01-04 00:00:00.000,2024-03-01 23:59:59.000,2024-03-01 23:59:59.000,"58","1",,2024-01-04 10:00:38.000,,2024-08-22 20:01:50.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd2338c8563b8","91320804MA1X9LRJ24","2",无生产,2024-01-04 00:00:00.000,2024-01-31 23:59:59.000,,"28","1",,2024-01-04 10:00:42.000,,2024-01-04 10:00:42.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd235883e014a","91320682590046091R","2",公司未有订单！暂停生产！,2024-01-04 00:00:00.000,2024-03-04 23:59:59.000,2024-03-04 23:59:59.000,"61","1",,2024-01-04 10:02:52.000,,2024-08-22 20:03:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd23aeef8427f","91320594MA1P6R2X00","2",周末休息,2024-01-27 00:00:00.000,2024-01-28 23:59:59.000,2024-01-08 15:22:14.000,"1","1",,2024-01-08 15:22:14.000,,2024-01-08 15:22:14.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd242ad2123d1","913211813141652385","3",等待设备调试及许可证下来,2024-01-04 00:00:00.000,2024-05-14 23:59:59.000,,"132","1",,2024-01-04 10:17:14.000,,2024-01-04 10:17:14.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd259207c4c61","91320305MA1MF2A267","2",放假,2024-01-04 00:00:00.000,2024-02-18 23:59:59.000,2024-02-18 23:59:59.000,"46","1",,2024-01-04 10:41:45.000,,2024-02-20 10:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd25ee3eb0f08","91321324578148781U","2",无订单,2024-01-04 00:00:00.000,2024-02-29 23:59:59.000,2024-02-29 23:59:59.000,"57","1",,2024-01-04 10:48:03.000,,2024-03-01 20:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd2853e1c2084","91320100608978197N","2",周末休息,2024-01-07 00:00:00.000,2024-01-07 23:59:59.000,2024-01-07 23:59:59.000,"1","1",,2024-01-04 11:29:56.000,,2024-01-12 17:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd29c111925ec","91320000608930716F","2",检修停机,2024-01-04 00:00:00.000,2024-01-09 23:59:59.000,2024-01-09 23:59:59.000,"6","1",,2024-01-04 11:54:52.000,,2024-02-05 10:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd2a9b4335416","91320381MA1XG0U66U","3",经营不善,2024-01-04 00:00:00.000,2025-01-09 23:59:59.000,2025-01-09 23:59:59.000,"372","1",,2024-01-04 12:09:46.000,,2025-01-10 00:00:03.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd2f052bb3098","91321181720530296T","2",设备修整,2024-01-04 00:00:00.000,2024-01-04 23:59:59.000,2024-01-04 23:59:59.000,"1","1",,2024-01-04 13:26:54.000,,2024-01-07 17:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd2fa9df80643","91321181692586312D","2",暂停喷塑,2024-01-04 00:00:00.000,2024-01-04 23:59:59.000,2024-01-04 23:59:59.000,"1","1",,2024-01-04 13:38:09.000,,2024-01-05 13:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd30fd5332b69","91320724MA1X00E757","3",手续办理中,2024-01-04 00:00:00.000,2024-06-30 23:59:59.000,2024-06-30 23:59:59.000,"179","1",,2024-01-04 14:01:19.000,,2024-08-22 20:00:20.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd32aef9813d1","9132120478630761XW","3",泰州市易通车件有限公司已于2018年更名泰州市明朗机械制造有限公司，且易通公司于2019年开始没有任何销售额和生产金额,2024-01-04 00:00:00.000,2036-01-31 23:59:59.000,,"4411","1",,2024-01-04 14:30:55.000,,2024-01-04 14:30:55.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd33c78382ac1","91320312061839782H","2",放假临时停产,2024-01-04 00:00:00.000,2024-01-04 23:59:59.000,2024-01-04 23:59:59.000,"1","1",,2024-01-04 14:50:04.000,,2024-01-06 15:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd34fa9dd4d5e","9132111205661639X4","2",休息,2024-01-04 00:00:00.000,2024-01-04 23:59:59.000,2024-01-04 23:59:59.000,"1","1",,2024-01-04 15:11:02.000,,2024-01-05 11:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd376e5363467","91320205758982116T","2",今日生产工序未涉及除尘系统,2024-01-04 00:00:00.000,2024-01-04 23:59:59.000,2024-01-04 23:59:59.000,"1","1",,2024-01-04 15:53:53.000,,2024-01-06 11:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd37f9e5e0210","91321282680528836D","3",企业生产工艺已不涉及粉尘,2024-01-04 00:00:00.000,2026-01-01 23:59:59.000,,"729","1",,2024-01-04 16:03:25.000,,2024-01-04 16:03:25.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd38c410a67ac","91320305552502164T","2",放假,2024-01-04 00:00:00.000,2024-01-08 23:59:59.000,2024-01-08 23:59:59.000,"5","1",,2024-01-04 16:17:13.000,,2024-01-10 13:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd390a681066f","91320382MA1WR5Y134","2",黄色预警停产,2024-01-04 00:00:00.000,2024-01-07 23:59:59.000,2024-01-07 23:59:59.000,"4","1",,2024-01-04 16:22:01.000,,2024-01-12 09:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd39d41f2572f","91320214789913850J","2",周末放假停产,2024-01-06 00:00:00.000,2024-01-07 23:59:59.000,2024-01-07 23:59:59.000,"2","1",,2024-01-04 16:35:47.000,,2024-01-12 15:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd3b46d7d5ef0","91321322313829442L","2",/,2024-01-04 00:00:00.000,2024-01-05 23:59:59.000,,"2","2",,2024-01-04 17:01:06.000,,2024-01-04 17:01:06.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd3b4a2875fb8","913213227394054953","2",/,2024-01-04 00:00:00.000,2024-01-05 23:59:59.000,,"2","2",,2024-01-04 17:01:19.000,,2024-01-04 17:01:19.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd3b986467345","91321322346456435W","2",/,2024-01-04 00:00:00.000,2024-01-05 23:59:59.000,,"2","2",,2024-01-04 17:06:40.000,,2024-01-04 17:06:40.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd3cca220260f","91320682MA1MFR7K2H","3",暂停生产,2024-01-04 00:00:00.000,2024-12-31 23:59:59.000,2024-12-31 23:59:59.000,"363","1",,2024-01-04 17:27:32.000,,2025-01-02 11:00:16.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd3cd3aaf2694","91320312MA1Y8N9F6L","2",无订单，喷涂线临时停产,2024-01-04 00:00:00.000,2024-01-07 23:59:59.000,2024-01-07 23:59:59.000,"4","1",,2024-01-04 17:28:11.000,,2024-01-13 17:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd42461aa7b02","913203827035984679","2",临时停产没有原材料,2024-01-04 00:00:00.000,2024-01-15 23:59:59.000,2024-01-15 23:59:59.000,"12","1",,2024-01-04 19:03:23.000,,2024-01-16 19:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd4807a1d2f4b","91321182MA22D4GB69","2",停产一天,2024-01-04 00:00:00.000,2024-01-04 23:59:59.000,2024-01-04 23:59:59.000,"1","1",,2024-01-04 20:43:58.000,,2024-01-05 20:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd6de5e0268ec","913203827764268503","2",没订单,2024-01-05 00:00:00.000,2024-01-05 23:59:59.000,,"1","1",,2024-01-05 07:45:46.000,,2024-01-05 07:45:46.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd70f3a8e0c47","91320500094215458T","2",设备维护保养,2024-01-06 00:00:00.000,2024-01-07 23:59:59.000,2024-01-07 23:59:59.000,"2","1",,2024-01-05 08:39:08.000,,2024-01-12 08:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd714b19a2f88","91320100608965214D","2","1月6日~1月7日无生产计划",2024-01-06 00:00:00.000,2024-01-07 23:59:59.000,2024-01-07 23:59:59.000,"2","1",,2024-01-05 08:45:06.000,,2024-01-12 08:00:00.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd71956c04f8f","913213005558179894","2",休息,2024-01-06 00:00:00.000,2024-01-07 23:59:59.000,,"2","1",,2024-01-05 08:50:11.000,,2024-01-05 08:50:11.000,
2025-06-20 05:12:50.000,"8aae07328cce4610018cd723fc4c2474","9132068168490806XP","2",周六周日休息,2024-01-06 00:00:00.000,2024-01-07 23:59:59.000,2024-01-07 23:59:59.000,"2","1",,2024-01-05 09:01:49.000,,2024-01-12 11:00:00.000,
