"时间戳","主键ID","检查主键ID","社会信用代码","省编码","市编码","区县编码","乡镇编码","隐患等级（1：一般隐患 2：重大隐患）","隐患详情","整改建议","整改状态(0：未整改 1：已整改)","提交行政执法状态","预估/期限整改时间","风险表id","风险代码","检查时间","检查部门","隐患状态","信息来源：1-企业自查 2-监管检查 3-监管部门下发 4-行政执法检查","记录表id"," info表id","原表id","创建人","创建日期","修改人","修改日期"," 数据来源","计划id"
2026-03-11 21:02:32.000,"0fecae2d-3a44-4a33bea0636a2f1d97","353ab36b-5315-1a33bea0636a2f1d97","91320509302028818T","320000","320500","320509","320509107","1",消防箱未补上灭火器,请按照管控措施要求完成整改,"1",,2023-11-03 00:00:00.000,,"0707",2023-11-04 13:45:20.000,苏州格林新材料科技有限公司,"1","1",c0b2b68bddbe48ccb8ae56a9bd94df92,,e9b3e78d259dea9e33bea0636a2f1d97,,,,2023-11-03 17:41:55.000,,
2026-03-11 21:02:32.000,"123bac27-ea45-6b837dc40e1213bef2","0906cec2-f914-bd837dc40e1213bef2","913205095617821967","320000","320500","320509","320509110","1",消防设备失效,请按照管控措施要求完成整改,"1",,2023-11-20 00:00:00.000,,"0309",2023-11-20 15:15:35.000,吴江市锦驭鞋材厂,"1","1","5bcf3bbeb5754a32885a55ef6cb04dde",,"0c390505844c4b66837dc40e1213bef2",,,,2023-11-20 15:15:35.000,,
2026-03-11 21:02:32.000,"1759af30-5842-95256392c150b89e9c","2c2c2c3d-48b0-0a256392c150b89e9c","9132050979614181X4","320000","320500","320509","320509105","1",空压机报警,请按照管控措施要求完成整改,"1",,2023-11-08 00:00:00.000,,"0314",2023-11-08 15:18:46.000,吴江铭骐喷织厂,"1","1",def24521244a4e4c9b521482b641fc8a,,b33dafbfe8bb52a2256392c150b89e9c,,,,2023-11-08 15:18:46.000,,
2026-03-11 21:02:32.000,"179df757-e2cd-846cfb7ca7b3cab1a4","09e03bda-006f-286cfb7ca7b3cab1a4","91320509MA1XME2A1G","320000","320500","320509","320509105","1",定期检查,请按照管控措施要求完成整改,"1",,2023-11-05 00:00:00.000,,"0314",2023-11-05 12:14:15.000,苏州市仓满纺织厂,"1","1",c42c41478f5845059dad8db545e84638,,"6bcb22a3684585736cfb7ca7b3cab1a4",,,,2023-11-05 12:14:15.000,,
2026-03-11 21:02:32.000,"17b56b90cf634c3ca2b8e7564f86c67e",rwjl17b56b90cf63a2b8e7564f86c67e,"9132058233109884XU","320000","320500","320582","320582199","1",特种设备是否定期检测，是否张贴安全使用证或标志。未按装投影灯,请按照管控措施要求完成整改,"1",,2023-12-07 00:00:00.000,,"0306",2023-11-07 00:00:00.000,张家港市普利尔机械有限公司,"1","1","16413f3d0cd0457c8f9554adab057a30",,"566bf232d87f4193a2b8e7564f86c67e",,,,2023-11-28 22:57:29.000,,
2026-03-11 21:02:32.000,"1b37e214-0360-7552c52c77d1d1037f","0efa0c9e-2d51-7452c52c77d1d1037f","91320509566852915K","320000","320500","320509","320509003","1",油料桶未设置防渗漏托盘,请按照管控措施要求完成整改,"1",,2023-11-04 00:00:00.000,,"0309",2023-11-18 11:05:21.000,苏州市富同石英科技有限公司,"1","1","32baf386cf7a4a0a932df0738433be50",,"93483907c485723d52c52c77d1d1037f",,,,2023-11-04 15:42:52.000,,
2026-03-11 21:02:32.000,"1b37e214-0360-75ba9f0e853ab0ad16","0efa0c9e-2d51-74ba9f0e853ab0ad16","91320509566852915K","320000","320500","320509","320509003","1",油料桶未设置防渗漏托盘,请按照管控措施要求完成整改,"1",,2023-11-04 00:00:00.000,,"0309",2023-11-18 11:05:21.000,苏州市富同石英科技有限公司,"1","1","32baf386cf7a4a0a932df0738433be50",,ea48c6c73180d773ba9f0e853ab0ad16,,,,2023-11-04 15:42:52.000,,
2026-03-11 21:02:32.000,"1b765e05-1a53-454bd052304172f1ff","0da8a9de-5dde-4d4bd052304172f1ff","91320509087809928B","320000","320500","320509","320509001","1","",请按照管控措施要求完成整改,"1",,2023-11-17 14:22:20.000,,"0301",2023-11-17 14:22:20.000,吴江区应急管理局,"1","2","903a119d23274472a530dd52fac3dd31",,"1837cbe475f0d9b64bd052304172f1ff",,,,2023-11-17 14:22:20.000,,
2026-03-11 21:02:32.000,"2123174a-1cb2-5cb4d48d44df6da336","11c30d26-ecf3-3fb4d48d44df6da336","91320509MA1P37HEX3","320000","320500","320509","320509105","1",作业没有通风,请按照管控措施要求完成整改,"1",,2023-11-07 00:00:00.000,,"0301",2023-11-20 10:32:20.000,苏州周朋纺织后整理厂,"1","1","285e0bfbb8bf42b09c508ad36aaf218e",,fcdc057146a243a9b4d48d44df6da336,,,,2023-11-07 11:32:33.000,,
2026-03-11 21:02:32.000,"2123174a-1cb2-5cba5e2dc5b90f0d93","11c30d26-ecf3-3fba5e2dc5b90f0d93","91320509MA1P37HEX3","320000","320500","320509","320509105","1",作业没有通风,请按照管控措施要求完成整改,"1",,2023-11-07 00:00:00.000,,"0301",2023-11-20 10:32:20.000,苏州周朋纺织后整理厂,"1","1","285e0bfbb8bf42b09c508ad36aaf218e",,"9ec283fac35842e2ba5e2dc5b90f0d93",,,,2023-11-07 11:32:33.000,,
2026-03-11 21:02:32.000,"21aa7c39-a82b-eca674b462c3b02e50","0095b3f3-e472-3ca674b462c3b02e50","91320509MA1MF2HP92","320000","320500","320509","320509104","1",空压机布置不合规，周边摆放杂物，存在安全隐患,请按照管控措施要求完成整改,"1",,2023-11-03 00:00:00.000,,"0314",2023-11-03 13:43:08.000,苏州昇涛纺织科技有限公司,"1","1","927e95fd4121464ea5cb11bce2da6fda",,"03911bd387914cc5a674b462c3b02e50",,,,2023-11-03 13:43:08.000,,
2026-03-11 21:02:32.000,"8aae07328e89be00018e974ebb237a48","8aae07328e89be00018e974ebb227a47","92320582MA1WX38N5T","320000","320500","320582","320582104","1",应急照明灯是否充电,已经充电,"1","0",2024-04-02 09:33:00.000,,,2024-04-01 09:38:23.000,,"1","5",,,,,,,2024-04-01 09:39:07.000,,"20240101030004"
